core	model	corpus	opcode	mnemonic	addressing_mode	legal_nmos	cases_run	instruction_status	instruction_failed_opcode	instruction_failed_cases	cycle_count_status	cycle_count_failed_opcode	cycle_count_failed_cases	bus_trace_status	bus_trace_failed_opcode	bus_trace_failed_cases
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x19	ORA	absolute,Y	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x1A	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x1B	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x1C	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x1D	ORA	absolute,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x1E	ASL	absolute,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x1F	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x20	JSR	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x21	AND	(zero page,X)	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x22	???	illegal	no	10000	failed	1	10000	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x23	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x24	BIT	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x25	AND	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x26	ROL	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x27	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x28	PLP	implied	yes	10000	failed	1	9853	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x29	AND	immediate	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x2A	ROL	accumulator	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x2B	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x2C	BIT	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x2D	AND	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x2E	ROL	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x2F	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x30	BMI	relative	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x31	AND	(zero page),Y	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x32	???	illegal	no	10000	failed	1	10000	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x33	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x34	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x35	AND	zero page,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x36	ROL	zero page,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x37	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x38	SEC	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x39	AND	absolute,Y	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x3A	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x3B	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x3C	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x3D	AND	absolute,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x3E	ROL	absolute,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x3F	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x40	RTI	implied	yes	10000	failed	1	10000	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x41	EOR	(zero page,X)	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x42	???	illegal	no	10000	failed	1	10000	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x43	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x44	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x45	EOR	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x46	LSR	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x47	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x48	PHA	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x49	EOR	immediate	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x4A	LSR	accumulator	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x4B	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x4C	JMP	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x4D	EOR	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x4E	LSR	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x4F	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x50	BVC	relative	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x51	EOR	(zero page),Y	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x52	???	illegal	no	10000	failed	1	10000	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x53	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x54	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x55	EOR	zero page,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x56	LSR	zero page,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x57	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x58	CLI	implied	yes	10000	failed	1	4918	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x59	EOR	absolute,Y	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x5A	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x5B	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x5C	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x5D	EOR	absolute,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x5E	LSR	absolute,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x5F	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x60	RTS	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x61	ADC	(zero page,X)	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x62	???	illegal	no	10000	failed	1	10000	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x63	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x64	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x65	ADC	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x66	ROR	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x67	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x68	PLA	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x69	ADC	immediate	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x6A	ROR	accumulator	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x6B	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x6C	JMP	indirect	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x6D	ADC	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x6E	ROR	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x6F	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x70	BVS	relative	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x71	ADC	(zero page),Y	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x72	???	illegal	no	10000	failed	1	10000	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x73	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x74	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x75	ADC	zero page,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x76	ROR	zero page,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x77	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x78	SEI	implied	yes	10000	failed	1	5019	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x79	ADC	absolute,Y	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x7A	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x7B	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x7C	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x7D	ADC	absolute,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x7E	ROR	absolute,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x7F	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x80	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x81	STA	(zero page,X)	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x82	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x83	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x84	STY	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x85	STA	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x86	STX	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x87	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x88	DEY	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x89	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x8A	TXA	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x8B	???	illegal	no	10000	failed	1	5462	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x8C	STY	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x8D	STA	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x8E	STX	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x8F	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x90	BCC	relative	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x91	STA	(zero page),Y	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
